,ensemble_gene_id
998,ENSMUSG00000008475
999,ENSMUSG00000008496
1000,ENSMUSG00000008540
1001,ENSMUSG00000008575
1002,ENSMUSG00000008601
1003,ENSMUSG00000008604
1004,ENSMUSG00000008668
1005,ENSMUSG00000008682
1006,ENSMUSG00000008683
1007,ENSMUSG00000008690
1008,ENSMUSG00000008730
1009,ENSMUSG00000008734
1010,ENSMUSG00000008763
1011,ENSMUSG00000008822
1012,ENSMUSG00000008845
1013,ENSMUSG00000008855
1014,ENSMUSG00000008859
1015,ENSMUSG00000008892
1016,ENSMUSG00000008958
1017,ENSMUSG00000008976
1018,ENSMUSG00000008999
1019,ENSMUSG00000009013
1020,ENSMUSG00000009030
1021,ENSMUSG00000009035
1022,ENSMUSG00000009073
1023,ENSMUSG00000009076
1024,ENSMUSG00000009079
1025,ENSMUSG00000009090
1026,ENSMUSG00000009092
1027,ENSMUSG00000009108
1028,ENSMUSG00000009112
1029,ENSMUSG00000009145
1030,ENSMUSG00000009207
1031,ENSMUSG00000009281
1032,ENSMUSG00000009291
1033,ENSMUSG00000009292
1034,ENSMUSG00000009293
1035,ENSMUSG00000009350
1036,ENSMUSG00000009376
1037,ENSMUSG00000009378
1038,ENSMUSG00000009394
1039,ENSMUSG00000009406
1040,ENSMUSG00000009418
1041,ENSMUSG00000009470
1042,ENSMUSG00000009535
1043,ENSMUSG00000009545
1044,ENSMUSG00000009549
1045,ENSMUSG00000009555
1046,ENSMUSG00000009563
1047,ENSMUSG00000009566
1048,ENSMUSG00000009569
1049,ENSMUSG00000009575
1050,ENSMUSG00000009585
1051,ENSMUSG00000009614
1052,ENSMUSG00000009621
1053,ENSMUSG00000009630
1054,ENSMUSG00000009633
1055,ENSMUSG00000009640
1056,ENSMUSG00000009646
1057,ENSMUSG00000009647
1058,ENSMUSG00000009654
1059,ENSMUSG00000009681
1060,ENSMUSG00000009687
1061,ENSMUSG00000009731
1062,ENSMUSG00000009733
1063,ENSMUSG00000009739
1064,ENSMUSG00000009741
1065,ENSMUSG00000009772
1066,ENSMUSG00000009828
1067,ENSMUSG00000009863
1068,ENSMUSG00000009876
1069,ENSMUSG00000009894
1070,ENSMUSG00000009905
1071,ENSMUSG00000009907
1072,ENSMUSG00000009927
1073,ENSMUSG00000009995
1074,ENSMUSG00000010021
1075,ENSMUSG00000010025
1076,ENSMUSG00000010044
1077,ENSMUSG00000010045
1078,ENSMUSG00000010047
1079,ENSMUSG00000010048
1080,ENSMUSG00000010051
1081,ENSMUSG00000010054
1082,ENSMUSG00000010057
1083,ENSMUSG00000010064
1084,ENSMUSG00000010067
1085,ENSMUSG00000010080
1086,ENSMUSG00000010095
1087,ENSMUSG00000010097
1088,ENSMUSG00000010110
1089,ENSMUSG00000010122
1090,ENSMUSG00000010142
1091,ENSMUSG00000010175
1092,ENSMUSG00000010205
1093,ENSMUSG00000010277
1094,ENSMUSG00000010290
1095,ENSMUSG00000010307
1096,ENSMUSG00000010342
1097,ENSMUSG00000010358
1098,ENSMUSG00000010362
1099,ENSMUSG00000010376
1100,ENSMUSG00000010392
1101,ENSMUSG00000010406
1102,ENSMUSG00000010453
1103,ENSMUSG00000010461
1104,ENSMUSG00000010476
1105,ENSMUSG00000010517
1106,ENSMUSG00000010538
1107,ENSMUSG00000010554
1108,ENSMUSG00000010592
1109,ENSMUSG00000010601
1110,ENSMUSG00000010607
1111,ENSMUSG00000010608
1112,ENSMUSG00000010609
1113,ENSMUSG00000010651
1114,ENSMUSG00000010660
1115,ENSMUSG00000010663
1116,ENSMUSG00000010721
1117,ENSMUSG00000010751
1118,ENSMUSG00000010755
1119,ENSMUSG00000010797
1120,ENSMUSG00000010830
1121,ENSMUSG00000010911
1122,ENSMUSG00000010914
1123,ENSMUSG00000010936
1124,ENSMUSG00000011008
1125,ENSMUSG00000011034
1126,ENSMUSG00000011096
1127,ENSMUSG00000011114
1128,ENSMUSG00000011148
1129,ENSMUSG00000011158
1130,ENSMUSG00000011179
1131,ENSMUSG00000011254
1132,ENSMUSG00000011256
1133,ENSMUSG00000011257
1134,ENSMUSG00000011263
1135,ENSMUSG00000011267
1136,ENSMUSG00000011305
1137,ENSMUSG00000011306
1138,ENSMUSG00000011382
1139,ENSMUSG00000011427
1140,ENSMUSG00000011463
1141,ENSMUSG00000011658
1142,ENSMUSG00000011751
1143,ENSMUSG00000011752
1144,ENSMUSG00000011831
1145,ENSMUSG00000011832
1146,ENSMUSG00000011837
1147,ENSMUSG00000011877
1148,ENSMUSG00000011884
1149,ENSMUSG00000011958
1150,ENSMUSG00000011960
1151,ENSMUSG00000012017
1152,ENSMUSG00000012076
1153,ENSMUSG00000012114
1154,ENSMUSG00000012117
1155,ENSMUSG00000012123
1156,ENSMUSG00000012126
1157,ENSMUSG00000012187
1158,ENSMUSG00000012296
1159,ENSMUSG00000012350
1160,ENSMUSG00000012405
1161,ENSMUSG00000012422
1162,ENSMUSG00000012428
1163,ENSMUSG00000012429
1164,ENSMUSG00000012443
1165,ENSMUSG00000012483
1166,ENSMUSG00000012519
1167,ENSMUSG00000012535
1168,ENSMUSG00000012609
1169,ENSMUSG00000012640
1170,ENSMUSG00000012705
1171,ENSMUSG00000012848
1172,ENSMUSG00000012889
1173,ENSMUSG00000013033
1174,ENSMUSG00000013076
1175,ENSMUSG00000013089
1176,ENSMUSG00000013150
1177,ENSMUSG00000013155
1178,ENSMUSG00000013160
1179,ENSMUSG00000013236
1180,ENSMUSG00000013275
1181,ENSMUSG00000013367
1182,ENSMUSG00000013419
1183,ENSMUSG00000013465
1184,ENSMUSG00000013483
1185,ENSMUSG00000013495
1186,ENSMUSG00000013539
1187,ENSMUSG00000013584
1188,ENSMUSG00000013593
1189,ENSMUSG00000013622
1190,ENSMUSG00000013629
1191,ENSMUSG00000013646
1192,ENSMUSG00000013662
1193,ENSMUSG00000013663
1194,ENSMUSG00000013698
1195,ENSMUSG00000013701
1196,ENSMUSG00000013707
1197,ENSMUSG00000013736
1198,ENSMUSG00000013787
1199,ENSMUSG00000013822
1200,ENSMUSG00000013833
1201,ENSMUSG00000013846
1202,ENSMUSG00000013858
1203,ENSMUSG00000013878
1204,ENSMUSG00000013921
1205,ENSMUSG00000013973
1206,ENSMUSG00000013974
1207,ENSMUSG00000013997
1208,ENSMUSG00000014030
1209,ENSMUSG00000014039
1210,ENSMUSG00000014074
1211,ENSMUSG00000014075
1212,ENSMUSG00000014077
1213,ENSMUSG00000014158
1214,ENSMUSG00000014164
1215,ENSMUSG00000014177
1216,ENSMUSG00000014195
1217,ENSMUSG00000014226
1218,ENSMUSG00000014232
1219,ENSMUSG00000014243
1220,ENSMUSG00000014245
1221,ENSMUSG00000014294
1222,ENSMUSG00000014301
1223,ENSMUSG00000014303
1224,ENSMUSG00000014313
1225,ENSMUSG00000014329
1226,ENSMUSG00000014349
1227,ENSMUSG00000014353
1228,ENSMUSG00000014355
1229,ENSMUSG00000014361
1230,ENSMUSG00000014402
1231,ENSMUSG00000014418
1232,ENSMUSG00000014426
1233,ENSMUSG00000014444
1234,ENSMUSG00000014453
1235,ENSMUSG00000014470
1236,ENSMUSG00000014496
1237,ENSMUSG00000014498
1238,ENSMUSG00000014503
1239,ENSMUSG00000014504
1240,ENSMUSG00000014542
1241,ENSMUSG00000014543
1242,ENSMUSG00000014547
1243,ENSMUSG00000014550
1244,ENSMUSG00000014551
1245,ENSMUSG00000014554
1246,ENSMUSG00000014592
1247,ENSMUSG00000014599
1248,ENSMUSG00000014601
1249,ENSMUSG00000014602
1250,ENSMUSG00000014606
1251,ENSMUSG00000014609
1252,ENSMUSG00000014633
1253,ENSMUSG00000014668
1254,ENSMUSG00000014704
1255,ENSMUSG00000014748
1256,ENSMUSG00000014763
1257,ENSMUSG00000014767
1258,ENSMUSG00000014769
1259,ENSMUSG00000014771
1260,ENSMUSG00000014773
1261,ENSMUSG00000014776
1262,ENSMUSG00000014778
1263,ENSMUSG00000014786
1264,ENSMUSG00000014791
1265,ENSMUSG00000014837
1266,ENSMUSG00000014846
1267,ENSMUSG00000014850
1268,ENSMUSG00000014852
1269,ENSMUSG00000014856
1270,ENSMUSG00000014859
1271,ENSMUSG00000014867
1272,ENSMUSG00000014873
1273,ENSMUSG00000014905
1274,ENSMUSG00000014907
1275,ENSMUSG00000014932
1276,ENSMUSG00000014956
1277,ENSMUSG00000014959
1278,ENSMUSG00000014980
1279,ENSMUSG00000015002
1280,ENSMUSG00000015013
1281,ENSMUSG00000015016
1282,ENSMUSG00000015023
1283,ENSMUSG00000015027
1284,ENSMUSG00000015053
1285,ENSMUSG00000015083
1286,ENSMUSG00000015085
1287,ENSMUSG00000015087
1288,ENSMUSG00000015090
1289,ENSMUSG00000015092
1290,ENSMUSG00000015093
1291,ENSMUSG00000015094
1292,ENSMUSG00000015095
1293,ENSMUSG00000015112
1294,ENSMUSG00000015120
1295,ENSMUSG00000015126
1296,ENSMUSG00000015127
1297,ENSMUSG00000015133
1298,ENSMUSG00000015134
1299,ENSMUSG00000015143
1300,ENSMUSG00000015149
1301,ENSMUSG00000015165
1302,ENSMUSG00000015176
1303,ENSMUSG00000015189
1304,ENSMUSG00000015202
1305,ENSMUSG00000015214
1306,ENSMUSG00000015217
1307,ENSMUSG00000015222
1308,ENSMUSG00000015224
1309,ENSMUSG00000015243
1310,ENSMUSG00000015247
1311,ENSMUSG00000015289
1312,ENSMUSG00000015290
1313,ENSMUSG00000015291
1314,ENSMUSG00000015305
1315,ENSMUSG00000015312
1316,ENSMUSG00000015314
1317,ENSMUSG00000015316
1318,ENSMUSG00000015335
1319,ENSMUSG00000015337
1320,ENSMUSG00000015340
1321,ENSMUSG00000015341
1322,ENSMUSG00000015342
1323,ENSMUSG00000015354
1324,ENSMUSG00000015355
1325,ENSMUSG00000015357
1326,ENSMUSG00000015363
1327,ENSMUSG00000015377
1328,ENSMUSG00000015396
1329,ENSMUSG00000015401
1330,ENSMUSG00000015405
1331,ENSMUSG00000015437
1332,ENSMUSG00000015451
1333,ENSMUSG00000015452
1334,ENSMUSG00000015461
1335,ENSMUSG00000015467
1336,ENSMUSG00000015468
1337,ENSMUSG00000015474
1338,ENSMUSG00000015476
1339,ENSMUSG00000015478
1340,ENSMUSG00000015488
1341,ENSMUSG00000015501
1342,ENSMUSG00000015522
1343,ENSMUSG00000015533
1344,ENSMUSG00000015536
1345,ENSMUSG00000015542
1346,ENSMUSG00000015568
1347,ENSMUSG00000015575
1348,ENSMUSG00000015597
1349,ENSMUSG00000015599
1350,ENSMUSG00000015605
1351,ENSMUSG00000015619
1352,ENSMUSG00000015627
1353,ENSMUSG00000015647
1354,ENSMUSG00000015652
1355,ENSMUSG00000015653
1356,ENSMUSG00000015656
1357,ENSMUSG00000015659
1358,ENSMUSG00000015668
1359,ENSMUSG00000015671
1360,ENSMUSG00000015672
1361,ENSMUSG00000015697
1362,ENSMUSG00000015702
1363,ENSMUSG00000015711
1364,ENSMUSG00000015714
1365,ENSMUSG00000015733
1366,ENSMUSG00000015745
1367,ENSMUSG00000015747
1368,ENSMUSG00000015748
1369,ENSMUSG00000015749
1370,ENSMUSG00000015750
1371,ENSMUSG00000015755
1372,ENSMUSG00000015757
1373,ENSMUSG00000015759
1374,ENSMUSG00000015766
1375,ENSMUSG00000015776
1376,ENSMUSG00000015790
1377,ENSMUSG00000015804
1378,ENSMUSG00000015806
1379,ENSMUSG00000015812
1380,ENSMUSG00000015837
1381,ENSMUSG00000015839
1382,ENSMUSG00000015843
1383,ENSMUSG00000015846
1384,ENSMUSG00000015850
1385,ENSMUSG00000015854
1386,ENSMUSG00000015869
1387,ENSMUSG00000015879
1388,ENSMUSG00000015880
1389,ENSMUSG00000015882
1390,ENSMUSG00000015889
1391,ENSMUSG00000015890
1392,ENSMUSG00000015932
1393,ENSMUSG00000015937
1394,ENSMUSG00000015942
1395,ENSMUSG00000015943
1396,ENSMUSG00000015944
1397,ENSMUSG00000015947
1398,ENSMUSG00000015950
1399,ENSMUSG00000015957
1400,ENSMUSG00000015961
1401,ENSMUSG00000015966
1402,ENSMUSG00000015968
1403,ENSMUSG00000015970
1404,ENSMUSG00000015971
1405,ENSMUSG00000015980
1406,ENSMUSG00000015981
1407,ENSMUSG00000015994
1408,ENSMUSG00000016018
1409,ENSMUSG00000016024
1410,ENSMUSG00000016028
1411,ENSMUSG00000016087
1412,ENSMUSG00000016128
1413,ENSMUSG00000016181
1414,ENSMUSG00000016194
1415,ENSMUSG00000016200
1416,ENSMUSG00000016206
1417,ENSMUSG00000016239
1418,ENSMUSG00000016252
1419,ENSMUSG00000016253
1420,ENSMUSG00000016255
1421,ENSMUSG00000016256
1422,ENSMUSG00000016257
1423,ENSMUSG00000016262
1424,ENSMUSG00000016283
1425,ENSMUSG00000016308
1426,ENSMUSG00000016319
1427,ENSMUSG00000016344
1428,ENSMUSG00000016349
1429,ENSMUSG00000016356
1430,ENSMUSG00000016382
1431,ENSMUSG00000016386
1432,ENSMUSG00000016409
1433,ENSMUSG00000016427
1434,ENSMUSG00000016458
1435,ENSMUSG00000016477
1436,ENSMUSG00000016481
1437,ENSMUSG00000016487
1438,ENSMUSG00000016493
1439,ENSMUSG00000016494
1440,ENSMUSG00000016495
1441,ENSMUSG00000016496
1442,ENSMUSG00000016498
1443,ENSMUSG00000016503
1444,ENSMUSG00000016510
1445,ENSMUSG00000016520
1446,ENSMUSG00000016526
1447,ENSMUSG00000016528
1448,ENSMUSG00000016534
1449,ENSMUSG00000016541
1450,ENSMUSG00000016552
1451,ENSMUSG00000016554
1452,ENSMUSG00000016559
1453,ENSMUSG00000016619
1454,ENSMUSG00000016624
1455,ENSMUSG00000016637
1456,ENSMUSG00000016664
1457,ENSMUSG00000016756
1458,ENSMUSG00000016757
1459,ENSMUSG00000016758
1460,ENSMUSG00000016763
1461,ENSMUSG00000016831
1462,ENSMUSG00000016833
1463,ENSMUSG00000016918
1464,ENSMUSG00000016921
1465,ENSMUSG00000016933
1466,ENSMUSG00000016940
1467,ENSMUSG00000016942
1468,ENSMUSG00000016946
1469,ENSMUSG00000016984
1470,ENSMUSG00000016995
1471,ENSMUSG00000017002
1472,ENSMUSG00000017009
1473,ENSMUSG00000017057
1474,ENSMUSG00000017119
1475,ENSMUSG00000017132
1476,ENSMUSG00000017144
1477,ENSMUSG00000017146
1478,ENSMUSG00000017167
1479,ENSMUSG00000017176
1480,ENSMUSG00000017188
1481,ENSMUSG00000017195
1482,ENSMUSG00000017210
1483,ENSMUSG00000017221
1484,ENSMUSG00000017264
1485,ENSMUSG00000017286
1486,ENSMUSG00000017288
1487,ENSMUSG00000017291
1488,ENSMUSG00000017299
1489,ENSMUSG00000017300
1490,ENSMUSG00000017307
1491,ENSMUSG00000017309
1492,ENSMUSG00000017314
1493,ENSMUSG00000017344
1494,ENSMUSG00000017376
1495,ENSMUSG00000017386
1496,ENSMUSG00000017390
1497,ENSMUSG00000017404
1498,ENSMUSG00000017405
1499,ENSMUSG00000017412
1500,ENSMUSG00000017417
1501,ENSMUSG00000017418
1502,ENSMUSG00000017421
1503,ENSMUSG00000017428
1504,ENSMUSG00000017446
1505,ENSMUSG00000017453
1506,ENSMUSG00000017466
1507,ENSMUSG00000017478
1508,ENSMUSG00000017485
1509,ENSMUSG00000017491
1510,ENSMUSG00000017493
1511,ENSMUSG00000017499
1512,ENSMUSG00000017548
1513,ENSMUSG00000017550
1514,ENSMUSG00000017561
1515,ENSMUSG00000017607
1516,ENSMUSG00000017615
1517,ENSMUSG00000017631
1518,ENSMUSG00000017639
1519,ENSMUSG00000017652
1520,ENSMUSG00000017664
1521,ENSMUSG00000017667
1522,ENSMUSG00000017670
1523,ENSMUSG00000017677
1524,ENSMUSG00000017679
1525,ENSMUSG00000017686
1526,ENSMUSG00000017688
1527,ENSMUSG00000017692
1528,ENSMUSG00000017697
1529,ENSMUSG00000017707
1530,ENSMUSG00000017713
1531,ENSMUSG00000017715
1532,ENSMUSG00000017716
1533,ENSMUSG00000017718
1534,ENSMUSG00000017721
1535,ENSMUSG00000017723
1536,ENSMUSG00000017724
1537,ENSMUSG00000017734
1538,ENSMUSG00000017737
1539,ENSMUSG00000017740
1540,ENSMUSG00000017747
1541,ENSMUSG00000017754
1542,ENSMUSG00000017756
1543,ENSMUSG00000017760
1544,ENSMUSG00000017764
1545,ENSMUSG00000017765
1546,ENSMUSG00000017774
1547,ENSMUSG00000017776
1548,ENSMUSG00000017778
1549,ENSMUSG00000017781
1550,ENSMUSG00000017801
1551,ENSMUSG00000017802
1552,ENSMUSG00000017817
1553,ENSMUSG00000017830
1554,ENSMUSG00000017831
1555,ENSMUSG00000017837
1556,ENSMUSG00000017843
1557,ENSMUSG00000017858
1558,ENSMUSG00000017861
1559,ENSMUSG00000017868
1560,ENSMUSG00000017897
1561,ENSMUSG00000017929
1562,ENSMUSG00000017950
1563,ENSMUSG00000017969
1564,ENSMUSG00000017978
1565,ENSMUSG00000017999
1566,ENSMUSG00000018001
1567,ENSMUSG00000018008
1568,ENSMUSG00000018012
1569,ENSMUSG00000018040
1570,ENSMUSG00000018042
1571,ENSMUSG00000018068
1572,ENSMUSG00000018076
1573,ENSMUSG00000018102
1574,ENSMUSG00000018143
1575,ENSMUSG00000018160
1576,ENSMUSG00000018166
1577,ENSMUSG00000018167
1578,ENSMUSG00000018168
1579,ENSMUSG00000018169
1580,ENSMUSG00000018171
1581,ENSMUSG00000018189
1582,ENSMUSG00000018196
1583,ENSMUSG00000018199
1584,ENSMUSG00000018209
1585,ENSMUSG00000018211
1586,ENSMUSG00000018217
1587,ENSMUSG00000018238
1588,ENSMUSG00000018239
1589,ENSMUSG00000018286
1590,ENSMUSG00000018287
1591,ENSMUSG00000018293
1592,ENSMUSG00000018322
1593,ENSMUSG00000018326
1594,ENSMUSG00000018334
1595,ENSMUSG00000018339
1596,ENSMUSG00000018340
1597,ENSMUSG00000018341
1598,ENSMUSG00000018347
1599,ENSMUSG00000018362
1600,ENSMUSG00000018363
1601,ENSMUSG00000018372
1602,ENSMUSG00000018377
1603,ENSMUSG00000018378
1604,ENSMUSG00000018379
1605,ENSMUSG00000018381
1606,ENSMUSG00000018387
1607,ENSMUSG00000018395
1608,ENSMUSG00000018398
1609,ENSMUSG00000018401
1610,ENSMUSG00000018405
1611,ENSMUSG00000018411
1612,ENSMUSG00000018412
1613,ENSMUSG00000018415
1614,ENSMUSG00000018417
1615,ENSMUSG00000018425
1616,ENSMUSG00000018427
1617,ENSMUSG00000018428
1618,ENSMUSG00000018433
1619,ENSMUSG00000018442
1620,ENSMUSG00000018446
1621,ENSMUSG00000018449
1622,ENSMUSG00000018459
1623,ENSMUSG00000018470
1624,ENSMUSG00000018474
1625,ENSMUSG00000018476
1626,ENSMUSG00000018481
1627,ENSMUSG00000018486
1628,ENSMUSG00000018501
1629,ENSMUSG00000018507
1630,ENSMUSG00000018509
1631,ENSMUSG00000018537
1632,ENSMUSG00000018541
1633,ENSMUSG00000018547
1634,ENSMUSG00000018548
1635,ENSMUSG00000018559
1636,ENSMUSG00000018565
1637,ENSMUSG00000018566
1638,ENSMUSG00000018567
1639,ENSMUSG00000018569
1640,ENSMUSG00000018570
1641,ENSMUSG00000018572
1642,ENSMUSG00000018574
1643,ENSMUSG00000018581
1644,ENSMUSG00000018583
1645,ENSMUSG00000018585
1646,ENSMUSG00000018593
1647,ENSMUSG00000018599
1648,ENSMUSG00000018604
1649,ENSMUSG00000018623
1650,ENSMUSG00000018648
1651,ENSMUSG00000018651
1652,ENSMUSG00000018654
1653,ENSMUSG00000018659
1654,ENSMUSG00000018661
1655,ENSMUSG00000018666
1656,ENSMUSG00000018669
1657,ENSMUSG00000018672
1658,ENSMUSG00000018677
1659,ENSMUSG00000018678
1660,ENSMUSG00000018697
1661,ENSMUSG00000018707
1662,ENSMUSG00000018727
1663,ENSMUSG00000018733
1664,ENSMUSG00000018736
1665,ENSMUSG00000018740
1666,ENSMUSG00000018750
1667,ENSMUSG00000018752
1668,ENSMUSG00000018761
1669,ENSMUSG00000018765
1670,ENSMUSG00000018770
1671,ENSMUSG00000018774
1672,ENSMUSG00000018796
1673,ENSMUSG00000018800
1674,ENSMUSG00000018809
1675,ENSMUSG00000018819
1676,ENSMUSG00000018820
1677,ENSMUSG00000018821
1678,ENSMUSG00000018830
1679,ENSMUSG00000018841
1680,ENSMUSG00000018844
1681,ENSMUSG00000018845
1682,ENSMUSG00000018846
1683,ENSMUSG00000018848
1684,ENSMUSG00000018849
1685,ENSMUSG00000018858
1686,ENSMUSG00000018861
1687,ENSMUSG00000018868
1688,ENSMUSG00000018882
1689,ENSMUSG00000018893
1690,ENSMUSG00000018899
1691,ENSMUSG00000018900
1692,ENSMUSG00000018906
1693,ENSMUSG00000018909
1694,ENSMUSG00000018920
1695,ENSMUSG00000018921
1696,ENSMUSG00000018923
1697,ENSMUSG00000018924
1698,ENSMUSG00000018927
1699,ENSMUSG00000018930
1700,ENSMUSG00000018931
1701,ENSMUSG00000018932
1702,ENSMUSG00000018965
1703,ENSMUSG00000018974
1704,ENSMUSG00000018983
1705,ENSMUSG00000018986
1706,ENSMUSG00000018995
1707,ENSMUSG00000018999
1708,ENSMUSG00000019027
1709,ENSMUSG00000019039
1710,ENSMUSG00000019054
1711,ENSMUSG00000019055
1712,ENSMUSG00000019066
1713,ENSMUSG00000019080
1714,ENSMUSG00000019082
1715,ENSMUSG00000019087
1716,ENSMUSG00000019088
1717,ENSMUSG00000019102
1718,ENSMUSG00000019122
1719,ENSMUSG00000019124
1720,ENSMUSG00000019132
1721,ENSMUSG00000019139
1722,ENSMUSG00000019143
1723,ENSMUSG00000019158
1724,ENSMUSG00000019173
1725,ENSMUSG00000019178
1726,ENSMUSG00000019179
1727,ENSMUSG00000019188
1728,ENSMUSG00000019189
1729,ENSMUSG00000019194
1730,ENSMUSG00000019210
1731,ENSMUSG00000019214
1732,ENSMUSG00000019232
1733,ENSMUSG00000019235
1734,ENSMUSG00000019254
1735,ENSMUSG00000019256
1736,ENSMUSG00000019261
1737,ENSMUSG00000019278
1738,ENSMUSG00000019295
1739,ENSMUSG00000019297
1740,ENSMUSG00000019301
1741,ENSMUSG00000019302
1742,ENSMUSG00000019303
1743,ENSMUSG00000019312
1744,ENSMUSG00000019320
1745,ENSMUSG00000019326
1746,ENSMUSG00000019338
1747,ENSMUSG00000019362
1748,ENSMUSG00000019368
1749,ENSMUSG00000019370
1750,ENSMUSG00000019373
1751,ENSMUSG00000019428
1752,ENSMUSG00000019432
1753,ENSMUSG00000019433
1754,ENSMUSG00000019437
1755,ENSMUSG00000019461
1756,ENSMUSG00000019464
1757,ENSMUSG00000019467
1758,ENSMUSG00000019470
1759,ENSMUSG00000019471
1760,ENSMUSG00000019478
1761,ENSMUSG00000019487
1762,ENSMUSG00000019494
1763,ENSMUSG00000019505
1764,ENSMUSG00000019518
1765,ENSMUSG00000019528
1766,ENSMUSG00000019539
1767,ENSMUSG00000019558
1768,ENSMUSG00000019564
1769,ENSMUSG00000019577
1770,ENSMUSG00000019578
1771,ENSMUSG00000019579
1772,ENSMUSG00000019590
1773,ENSMUSG00000019647
1774,ENSMUSG00000019659
1775,ENSMUSG00000019689
1776,ENSMUSG00000019699
1777,ENSMUSG00000019710
1778,ENSMUSG00000019715
1779,ENSMUSG00000019718
1780,ENSMUSG00000019726
1781,ENSMUSG00000019731
1782,ENSMUSG00000019732
1783,ENSMUSG00000019734
1784,ENSMUSG00000019737
1785,ENSMUSG00000019738
1786,ENSMUSG00000019761
1787,ENSMUSG00000019762
1788,ENSMUSG00000019763
1789,ENSMUSG00000019768
1790,ENSMUSG00000019773
1791,ENSMUSG00000019774
1792,ENSMUSG00000019775
1793,ENSMUSG00000019777
1794,ENSMUSG00000019779
1795,ENSMUSG00000019782
1796,ENSMUSG00000019787
1797,ENSMUSG00000019789
1798,ENSMUSG00000019790
1799,ENSMUSG00000019791
1800,ENSMUSG00000019792
1801,ENSMUSG00000019794
1802,ENSMUSG00000019795
1803,ENSMUSG00000019796
1804,ENSMUSG00000019797
1805,ENSMUSG00000019802
1806,ENSMUSG00000019804
1807,ENSMUSG00000019806
1808,ENSMUSG00000019808
1809,ENSMUSG00000019809
1810,ENSMUSG00000019810
1811,ENSMUSG00000019813
1812,ENSMUSG00000019814
1813,ENSMUSG00000019817
1814,ENSMUSG00000019818
1815,ENSMUSG00000019820
1816,ENSMUSG00000019822
1817,ENSMUSG00000019823
1818,ENSMUSG00000019826
1819,ENSMUSG00000019831
1820,ENSMUSG00000019832
1821,ENSMUSG00000019837
1822,ENSMUSG00000019838
1823,ENSMUSG00000019841
1824,ENSMUSG00000019842
1825,ENSMUSG00000019843
1826,ENSMUSG00000019845
1827,ENSMUSG00000019846
1828,ENSMUSG00000019849
1829,ENSMUSG00000019850
1830,ENSMUSG00000019851
1831,ENSMUSG00000019852
1832,ENSMUSG00000019853
1833,ENSMUSG00000019854
1834,ENSMUSG00000019856
1835,ENSMUSG00000019857
1836,ENSMUSG00000019861
1837,ENSMUSG00000019863
1838,ENSMUSG00000019864
1839,ENSMUSG00000019866
1840,ENSMUSG00000019868
1841,ENSMUSG00000019872
1842,ENSMUSG00000019873
1843,ENSMUSG00000019874
1844,ENSMUSG00000019876
1845,ENSMUSG00000019877
1846,ENSMUSG00000019878
1847,ENSMUSG00000019880
1848,ENSMUSG00000019883
1849,ENSMUSG00000019889
1850,ENSMUSG00000019891
1851,ENSMUSG00000019897
1852,ENSMUSG00000019899
1853,ENSMUSG00000019906
1854,ENSMUSG00000019907
1855,ENSMUSG00000019916
1856,ENSMUSG00000019917
1857,ENSMUSG00000019920
1858,ENSMUSG00000019923
1859,ENSMUSG00000019927
1860,ENSMUSG00000019929
1861,ENSMUSG00000019935
1862,ENSMUSG00000019942
1863,ENSMUSG00000019943
1864,ENSMUSG00000019944
1865,ENSMUSG00000019945
1866,ENSMUSG00000019947
1867,ENSMUSG00000019948
1868,ENSMUSG00000019951
1869,ENSMUSG00000019952
1870,ENSMUSG00000019960
1871,ENSMUSG00000019961
1872,ENSMUSG00000019966
1873,ENSMUSG00000019969
1874,ENSMUSG00000019970
1875,ENSMUSG00000019971
1876,ENSMUSG00000019975
1877,ENSMUSG00000019977
1878,ENSMUSG00000019978
1879,ENSMUSG00000019979
1880,ENSMUSG00000019982
1881,ENSMUSG00000019984
1882,ENSMUSG00000019986
1883,ENSMUSG00000019987
1884,ENSMUSG00000019988
1885,ENSMUSG00000019989
1886,ENSMUSG00000019990
1887,ENSMUSG00000019992
1888,ENSMUSG00000019996
1889,ENSMUSG00000019997
1890,ENSMUSG00000019998
1891,ENSMUSG00000020003
1892,ENSMUSG00000020009
1893,ENSMUSG00000020010
1894,ENSMUSG00000020014
1895,ENSMUSG00000020015
1896,ENSMUSG00000020017
1897,ENSMUSG00000020018
1898,ENSMUSG00000020019
1899,ENSMUSG00000020021
1900,ENSMUSG00000020022
1901,ENSMUSG00000020023
1902,ENSMUSG00000020024
1903,ENSMUSG00000020027
1904,ENSMUSG00000020029
1905,ENSMUSG00000020032
1906,ENSMUSG00000020034
1907,ENSMUSG00000020037
1908,ENSMUSG00000020038
1909,ENSMUSG00000020042
1910,ENSMUSG00000020044
1911,ENSMUSG00000020048
1912,ENSMUSG00000020051
1913,ENSMUSG00000020053
1914,ENSMUSG00000020056
1915,ENSMUSG00000020057
1916,ENSMUSG00000020061
1917,ENSMUSG00000020063
1918,ENSMUSG00000020064
1919,ENSMUSG00000020067
1920,ENSMUSG00000020069
